pr_title,text,url,comment_index,commit_count_since_comment,total_comments,total_commits,comment_count_since_comment,created_at,closed_at,state,changefile,addline,deleteline,fileChanges
feat(i18n): adding internationalization,@ryanbas21 I commented on one of the tests: [Terms and Conditions](https://www.chromatic.com/test?appId=628d1f65487489003ae0890d&id=62d96fc16faff6c246c60a93) and resolved the conversation as I didn't see it as a blocker to being approved. Are you happy for me to keep that one resolved - and resolve this one? [ValidatedCreateUsername](https://www.chromatic.com/test?appId=628d1f65487489003ae0890d&id=62d96fc16faff6c246c60a96),https://github.com/cerebrl/forgerock-web-login-framework/pull/6#issuecomment-1194310216,50,0,59,5,9,2022-07-13T00:14:04Z,2022-07-26T15:02:44Z,MERGED,70.0,1090.0,170.0,"MODIFIED:.storybook/main.js
MODIFIED:.storybook/preview-head.html
MODIFIED:package-lock.json
MODIFIED:package.json
MODIFIED:playwright.config.js
MODIFIED:postcss.config.cjs
MODIFIED:rollup.config.js
MODIFIED:src/app.css
ADDED:src/hooks.ts
MODIFIED:src/lib/components/compositions/checkbox/animated.stories.js
MODIFIED:src/lib/components/compositions/checkbox/animated.story.svelte
MODIFIED:src/lib/components/compositions/checkbox/animated.svelte
MODIFIED:src/lib/components/compositions/dialog/dialog.svelte
ADDED:src/lib/components/i18n/index.svelte
MODIFIED:src/lib/components/primitives/button/button.stories.js
MODIFIED:src/lib/components/primitives/button/button.svelte
MODIFIED:src/lib/components/primitives/link/link.svelte
MODIFIED:src/lib/components/primitives/radio/radio.stories.js
MODIFIED:src/lib/components/primitives/select/select.svelte
MODIFIED:src/lib/components/primitives/spinner/spinner.svelte
MODIFIED:src/lib/journey/callbacks/boolean/boolean.svelte
MODIFIED:src/lib/journey/callbacks/choice/choice.svelte
MODIFIED:src/lib/journey/callbacks/kba/kba-create.svelte
MODIFIED:src/lib/journey/callbacks/password/base.svelte
MODIFIED:src/lib/journey/callbacks/password/validated-create-password.story.svelte
MODIFIED:src/lib/journey/callbacks/string-attribute/string-attribute-input.svelte
MODIFIED:src/lib/journey/callbacks/terms-and-conditions/terms-conditions.story.svelte
MODIFIED:src/lib/journey/callbacks/terms-and-conditions/terms-conditions.svelte
MODIFIED:src/lib/journey/callbacks/username/name.svelte
MODIFIED:src/lib/journey/callbacks/username/validated-create-username.svelte
MODIFIED:src/lib/journey/journey.store.ts
MODIFIED:src/lib/journey/journey.svelte
DELETED:src/lib/journey/stages/generic.story.svelte
MODIFIED:src/lib/journey/stages/generic.svelte
MODIFIED:src/lib/journey/stages/registration.svelte
RENAMED:src/lib/journey/stages/stages.stories.js
ADDED:src/lib/journey/stages/stages.story.svelte
MODIFIED:src/lib/journey/stages/username-password.svelte
MODIFIED:src/lib/journey/utilities/callback.utilities.ts
ADDED:src/lib/locale.store.ts
MODIFIED:src/lib/server/utilities.ts
ADDED:src/lib/utilities/i18n.utilities.test.ts
ADDED:src/lib/utilities/i18n.utilities.ts
MODIFIED:src/lib/utilities/style.utilities.ts
MODIFIED:src/lib/widget/inline.svelte
MODIFIED:src/lib/widget/main.css
MODIFIED:src/lib/widget/modal.svelte
MODIFIED:src/lib/widget/styles.store.ts
ADDED:src/locales/ca/en/index.json
ADDED:src/locales/ca/fr/index.json
ADDED:src/locales/us/en/index.json
ADDED:src/locales/us/es/index.json
ADDED:src/routes/api/locale.ts
MODIFIED:src/routes/e2e/widget/inline-instance.svelte
MODIFIED:src/routes/e2e/widget/inline.svelte
MODIFIED:src/routes/e2e/widget/modal-instance.svelte
MODIFIED:src/routes/e2e/widget/modal.svelte
MODIFIED:src/routes/index.svelte
ADDED:src/routes/index.ts
MODIFIED:src/routes/register.svelte
ADDED:src/routes/register.ts
MODIFIED:svelte.config.js
ADDED:tests/widget-inline.ca_fr.test.js
ADDED:tests/widget-inline.es.test.js
ADDED:tests/widget-inline.jp.test.js
ADDED:tests/widget-modal.us_es.test.js
MODIFIED:tests/widget.test.js
MODIFIED:themes/default/primitives.cjs
MODIFIED:tsconfig.json
MODIFIED:vitest.config.ts"
Add fixed/medium/slow-vii container,Just realised this change creates an unwanted diff: https://www.chromatic.com/test?appId=5dfcbf3012392c0020e7140b&id=62fd2da1519f2836f2cffc8a. I will revert this for this PR and will fix it in a following one with another bug regarding `SupportingContent` that I noticed.,https://github.com/guardian/dotcom-rendering/pull/5529#discussion_r949989262,10,1,12,1,2,2022-07-27T17:48:26Z,2022-08-22T09:33:08Z,MERGED,3.0,151.0,0.0,"ADDED:dotcom-rendering/src/web/components/FixedMediumSlowVII.stories.tsx
ADDED:dotcom-rendering/src/web/components/FixedMediumSlowVII.tsx
MODIFIED:dotcom-rendering/src/web/lib/DecideContainer.tsx"
[EC-457] Component library icon buttons,"> The Simple dialog ""Custom Icon"" story lost the bwi-star + success-500 that previously was in that story ([see Chromatic UI Reviews](https://www.chromatic.com/test?appId=62a88a6de5b807fa98886113&id=631f470b571a9478b34d0a85)).

My bad! I got some merge conflict and this must've slipped through, thanks for noticing! I've approved the UI review now and I think everything should be in order!

> It also looks like some of the behavior added from @Hinton 's https://github.com/bitwarden/clients/pull/3475 PR is not present in this work. I'm not sure if this branch needs to be updated from master since that was just merged or if this is caused by something else.

I merged the latest changes and everything seems to be included now 🙂 ",https://github.com/bitwarden/clients/pull/3372#issuecomment-1244930705,48,3,56,31,8,2022-08-25T09:02:19Z,2022-09-15T05:38:29Z,MERGED,16.0,292.0,35.0,"MODIFIED:libs/components/src/banner/banner.component.html
MODIFIED:libs/components/src/banner/banner.component.spec.ts
MODIFIED:libs/components/src/banner/banner.module.ts
MODIFIED:libs/components/src/banner/banner.stories.ts
MODIFIED:libs/components/src/button/button.directive.ts
MODIFIED:libs/components/src/dialog/dialog.module.ts
MODIFIED:libs/components/src/dialog/dialog/dialog.component.html
MODIFIED:libs/components/src/dialog/dialog/dialog.stories.ts
MODIFIED:libs/components/src/dialog/simple-dialog.service.stories.ts
ADDED:libs/components/src/icon-button/icon-button.component.ts
ADDED:libs/components/src/icon-button/icon-button.module.ts
ADDED:libs/components/src/icon-button/icon-button.stories.ts
ADDED:libs/components/src/icon-button/index.ts
MODIFIED:libs/components/src/index.ts
MODIFIED:libs/components/src/tw-theme.css
MODIFIED:libs/components/tailwind.config.base.js"
TMEDIA-742 : Medium Promo block,"> Along with the comments there is also an issue being shown in Chromatic where there is space left for an image when it shouldn't be, example - https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62fe387859e8265ef0ad3ed4

Thank you, @matthewroach ! I've updated the CSS so the image will float to the right on the default viewport range. I've confirmed the change in Chromatic as well.",https://github.com/WPMedia/arc-themes-blocks/pull/1481#issuecomment-1224500795,19,27,49,71,30,2022-08-17T22:51:51Z,2022-09-07T13:58:21Z,MERGED,9.0,749.0,147.0,"MODIFIED:.storybook/mock-content/mediumPromo.js
MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/medium-promo-block/README.md
ADDED:blocks/medium-promo-block/_index.scss
MODIFIED:blocks/medium-promo-block/features/medium-promo/default.jsx
MODIFIED:blocks/medium-promo-block/features/medium-promo/default.test.jsx
ADDED:blocks/medium-promo-block/features/medium-promo/mock-data.js
DELETED:blocks/medium-promo-block/index.js
MODIFIED:blocks/medium-promo-block/package.json"
TMEDIA-742 : Medium Promo block,"> In slack, we talked about checking the chromatic ahead of submitting this for pr. is this the change that's expected?
>
> It looks like the headline only view doesn't account for when an image is not opted into with showImage. if you look in the medium manual promo, this is handled.
>
> https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=630cfb4ca02ebcdb8b4ba98c
>
> <img alt=""Screen Shot 2022-08-29 at 13 28 46"" width=""717"" src=""https://user-images.githubusercontent.com/5950956/187272394-85caa8fe-b567-466a-bcb6-901a17a08197.png"">

@JackHowa : Thanks! Noticed this too, unfortunately after setting the PR to ""Ready for Review."" Will be sure to verify locally and on Chromatic before setting a PR to ""Ready for Review.""",https://github.com/WPMedia/arc-themes-blocks/pull/1481#issuecomment-1230715670,24,19,49,71,25,2022-08-17T22:51:51Z,2022-09-07T13:58:21Z,MERGED,9.0,749.0,147.0,"MODIFIED:.storybook/mock-content/mediumPromo.js
MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/medium-promo-block/README.md
ADDED:blocks/medium-promo-block/_index.scss
MODIFIED:blocks/medium-promo-block/features/medium-promo/default.jsx
MODIFIED:blocks/medium-promo-block/features/medium-promo/default.test.jsx
ADDED:blocks/medium-promo-block/features/medium-promo/mock-data.js
DELETED:blocks/medium-promo-block/index.js
MODIFIED:blocks/medium-promo-block/package.json"
Tmedia 741 no content,"Sorry, just trying to catch up on the progress on this ticket. I know it's difficult to keep track of all of the stories.

<img width=""1078"" alt=""Screen Shot 2022-08-09 at 15 56 47"" src=""https://user-images.githubusercontent.com/5950956/183759879-619f780c-32a6-4aed-96a0-7c480556caed.png"">

looks like a previous story had text on this one. That was not correct, right? it looks like it was accepted before.

https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62f2c86ef802434e8a05a707

https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62f2c86ef802434e8a05a708

",https://github.com/WPMedia/arc-themes-blocks/pull/1462#issuecomment-1209889538,16,7,19,28,3,2022-08-02T17:06:41Z,2022-08-15T16:31:49Z,MERGED,15.0,436.0,243.0,"MODIFIED:.storybook/mock-content/largePromo.js
MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/global-phrases-block/intl.json
MODIFIED:blocks/large-promo-block/features/large-promo/default.jsx
MODIFIED:blocks/large-promo-block/features/large-promo/default.test.jsx
MODIFIED:blocks/large-promo-block/index.story.jsx
MODIFIED:locale/de.json
MODIFIED:locale/en.json
MODIFIED:locale/es.json
MODIFIED:locale/fr.json
MODIFIED:locale/ja.json
MODIFIED:locale/ko.json
MODIFIED:locale/no.json
MODIFIED:locale/pt.json
MODIFIED:locale/sv.json"
Tmedia 741 no content,"> https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62f2c86ef802434e8a05a707

For the last three stories there is no text displaying according to V1. ",https://github.com/WPMedia/arc-themes-blocks/pull/1462#issuecomment-1209892350,17,7,19,28,2,2022-08-02T17:06:41Z,2022-08-15T16:31:49Z,MERGED,15.0,436.0,243.0,"MODIFIED:.storybook/mock-content/largePromo.js
MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/global-phrases-block/intl.json
MODIFIED:blocks/large-promo-block/features/large-promo/default.jsx
MODIFIED:blocks/large-promo-block/features/large-promo/default.test.jsx
MODIFIED:blocks/large-promo-block/index.story.jsx
MODIFIED:locale/de.json
MODIFIED:locale/en.json
MODIFIED:locale/es.json
MODIFIED:locale/fr.json
MODIFIED:locale/ja.json
MODIFIED:locale/ko.json
MODIFIED:locale/no.json
MODIFIED:locale/pt.json
MODIFIED:locale/sv.json"
Build: Fix the sb-bench CI step,"So it seems there's a bunch of these missing / broken:
https://www.chromatic.com/test?appId=5da9c7ef6e6df60020a7f102&id=6308f03bd7fcbd4674f94f90",https://github.com/storybookjs/storybook/pull/19029#issuecomment-1228712092,3,5,4,12,1,2022-08-26T10:02:50Z,2022-08-30T13:30:27Z,MERGED,5.0,1870.0,1844.0,"MODIFIED:.circleci/config.yml
MODIFIED:code/lib/builder-webpack5/src/preview/iframe-webpack.config.ts
MODIFIED:code/lib/theming/scripts/fix-theme-type-export.ts
MODIFIED:code/yarn.lock
MODIFIED:scripts/prepare/bundle.ts"
fix(blade): Checkbox design changes ,"> Related to gap, we're planning to remove it right?
>
> Also I think we're about to add the token for 2px so this change won't be needed right?

Regardless of 2px this change is needed, So what happened was there was few discrepancy between design and dev plus few margin issues which needed to be fixed.

You can check [visual diff here](https://www.chromatic.com/test?appId=61c19ee8d3d282003ac1d81c&id=62f4f9232418add56d956a04)",https://github.com/razorpay/blade/pull/634#issuecomment-1216415091,1,1,3,4,2,2022-08-11T12:20:27Z,2022-08-16T10:20:52Z,MERGED,11.0,72.0,16.0,"ADDED:.changeset/clever-crews-smell.md
MODIFIED:packages/blade/src/components/Box/Box.d.ts
MODIFIED:packages/blade/src/components/Box/getBoxStyles.ts
MODIFIED:packages/blade/src/components/Checkbox/CheckboxGroup/CheckboxGroup.tsx
MODIFIED:packages/blade/src/components/Checkbox/__tests__/__snapshots__/Checkbox.native.test.tsx.snap
MODIFIED:packages/blade/src/components/Checkbox/__tests__/__snapshots__/Checkbox.web.test.tsx.snap
MODIFIED:packages/blade/src/components/Checkbox/__tests__/__snapshots__/CheckboxGroup.native.test.tsx.snap
MODIFIED:packages/blade/src/components/Checkbox/__tests__/__snapshots__/CheckboxGroup.web.test.tsx.snap
MODIFIED:packages/blade/src/components/Form/FormLabel.tsx
MODIFIED:packages/blade/src/components/Form/Selector/SelectorLabel.native.tsx
MODIFIED:packages/blade/src/components/Form/Selector/SelectorLabel.web.tsx"
fix(link): type,"Thanks so much, @masoudmanson !

@clarsen-czi PTAL the following storybook change 🙏 I added a new section to test that the Link component can be rendered as a button element without any type errors too!

https://www.chromatic.com/test?appId=616981d9028812003ade73f3&id=62f6cd23fc5838125eb2507f

<img width=""248"" alt=""Screen Shot 2022-08-15 at 2 15 12 PM"" src=""https://user-images.githubusercontent.com/6309723/184719964-a9d81c20-248a-4f0e-b77e-479db9132a28.png"">
",https://github.com/chanzuckerberg/sci-components/pull/236#issuecomment-1215832526,9,0,12,1,3,2022-08-12T21:14:58Z,2022-08-16T21:25:14Z,MERGED,4.0,14.0,5.0,"MODIFIED:src/common/styles-dictionary/css/variables.css
MODIFIED:src/common/styles-dictionary/scss/_variables.scss
MODIFIED:src/core/Link/index.stories.tsx
MODIFIED:src/core/Link/index.tsx"
feat: add toast package,"https://www.chromatic.com/test?appId=626696a2018c1f004a1cde86&id=631b5d1b5d5f12535067b5fe

- note there is a visual bug that's not happening locally, fixing now.",https://github.com/launchdarkly/launchpad-ui/pull/351#issuecomment-1242158688,5,1,8,6,3,2022-09-08T22:57:50Z,2022-09-09T17:22:13Z,MERGED,29.0,466.0,13.0,"ADDED:.changeset/red-colts-fail.md
MODIFIED:apps/remix/app/data.server.ts
MODIFIED:apps/remix/app/root.tsx
ADDED:apps/remix/app/routes/components/toast.tsx
MODIFIED:apps/remix/package.json
MODIFIED:packages/core/package.json
MODIFIED:packages/core/src/index.ts
MODIFIED:packages/snackbar/src/Snackbar.tsx
MODIFIED:packages/snackbar/src/SnackbarCenter.tsx
MODIFIED:packages/snackbar/src/styles/SnackbarCenter.css
MODIFIED:packages/snackbar/src/types.ts
MODIFIED:packages/snackbar/stories/SnackbarCenter.stories.tsx
ADDED:packages/toast/README.md
ADDED:packages/toast/__tests__/Toast.e2e.tsx
ADDED:packages/toast/__tests__/Toast.spec.tsx
ADDED:packages/toast/__tests__/ToastCenter.spec.tsx
ADDED:packages/toast/package.json
ADDED:packages/toast/src/Toast.tsx
ADDED:packages/toast/src/ToastCenter.tsx
ADDED:packages/toast/src/index.ts
ADDED:packages/toast/src/styles/Toast.module.css
ADDED:packages/toast/src/styles/ToastCenter.module.css
ADDED:packages/toast/src/types.ts
ADDED:packages/toast/stories/Toast.stories.tsx
ADDED:packages/toast/stories/ToastCenter.stories.tsx
ADDED:packages/toast/tsconfig.build.json
MODIFIED:pnpm-lock.yaml
MODIFIED:stylelint.config.js
MODIFIED:tsconfig.json"
Alias decorateStory as applyDecorators for angular integration,Verified this behaviour in the `ComponentWrapperDecorator:With Component` story in this PR:https://github.com/storybookjs/storybook/pull/19202 🎉 : https://www.chromatic.com/test?appId=6322ce6af69825592bbb28fc&id=63240048d7a461347f24a857,https://github.com/storybookjs/storybook/pull/19189#issuecomment-1248920649,1,0,1,1,0,2022-09-14T18:05:58Z,2022-09-16T05:00:16Z,MERGED,1.0,1.0,1.0,MODIFIED:code/frameworks/angular/src/client/config.ts
[R20-270] Added image component,"This one is looking a bit gnarly in chromatic - https://www.chromatic.com/test?appId=624ac117357335003a84dac3&id=63216684c5f657e340b2e308&k=63216684c5f657e340b2e308-1200-interactive-true

I think it might need to set `max-width: none` to override what rpl-image adds?",https://github.com/dpc-sdp/ripple-framework/pull/224#discussion_r970362124,1,1,3,10,2,2022-09-11T23:03:01Z,2022-09-14T23:02:16Z,MERGED,26.0,424.0,25.0,"MODIFIED:.postcssrc.json
MODIFIED:.storybook/storybook.css
MODIFIED:packages/ripple-ui-core/.stylelintrc.json
MODIFIED:packages/ripple-ui-core/package.json
MODIFIED:packages/ripple-ui-core/src/components/acknowledgement/acknowledgement.css
MODIFIED:packages/ripple-ui-core/src/components/acknowledgement/acknowledgement.vue
MODIFIED:packages/ripple-ui-core/src/components/card/avatar-card.vue
MODIFIED:packages/ripple-ui-core/src/components/card/call-to-action.vue
MODIFIED:packages/ripple-ui-core/src/components/card/card.css
MODIFIED:packages/ripple-ui-core/src/components/card/category-grid-card.vue
MODIFIED:packages/ripple-ui-core/src/components/card/nav-card.vue
MODIFIED:packages/ripple-ui-core/src/components/card/promo-card.vue
ADDED:packages/ripple-ui-core/src/components/image/constants.ts
ADDED:packages/ripple-ui-core/src/components/image/image.css
ADDED:packages/ripple-ui-core/src/components/image/image.stories.mdx
ADDED:packages/ripple-ui-core/src/components/image/image.vue
MODIFIED:packages/ripple-ui-core/src/components/nav-primary/nav-primary.vue
MODIFIED:packages/ripple-ui-core/src/components/profile/profile.css
MODIFIED:packages/ripple-ui-core/src/components/profile/profile.vue
MODIFIED:packages/ripple-ui-core/src/components/timeline/timeline.css
MODIFIED:packages/ripple-ui-core/src/components/timeline/timeline.vue
MODIFIED:packages/ripple-ui-core/src/lib/helpers.ts
MODIFIED:packages/ripple-ui-core/src/styles/global.css
ADDED:packages/ripple-ui-core/src/styles/utilities/_aspect.css
DELETED:packages/ripple-ui-core/src/types/ripple.ts
MODIFIED:yarn.lock"
Make pool key not mandatory,"is this loss of padding desired?
https://www.chromatic.com/test?appId=61e099a1bb1465003a73d3ce&id=6318daa5f20d2dc415b2b828",https://github.com/GCTC-NTGC/gc-digital-talent/pull/3865#issuecomment-1241109917,1,2,2,6,1,2022-09-07T14:37:53Z,2022-09-13T20:37:27Z,MERGED,8.0,35.0,64.0,"ADDED:api/database/migrations/2022_09_07_143031_make_pool_key_nullable.php
MODIFIED:api/graphql/schema.graphql
MODIFIED:api/storage/app/lighthouse-schema.graphql
MODIFIED:frontend/admin/src/js/components/pool/CreatePool.tsx
MODIFIED:frontend/admin/src/js/components/pool/deprecated/CreatePool.tsx
MODIFIED:frontend/admin/src/js/components/pool/deprecated/poolOperations.graphql
MODIFIED:frontend/admin/src/js/components/pool/poolOperations.graphql
MODIFIED:frontend/cypress/integration/admin/pools.spec.js"
Add `inverse` support to SubNavLinkList,Need this here: https://www.chromatic.com/test?appId=5cf841a3f3e3d200208ffc74&id=631b71664316b67f2e7f86d5,https://github.com/storybookjs/components-marketing/pull/35#issuecomment-1242259347,2,0,4,1,2,2022-09-09T17:22:34Z,2022-09-09T17:27:10Z,MERGED,2.0,33.0,5.0,"MODIFIED:src/components/SubNav/SubNav.stories.tsx
MODIFIED:src/components/SubNav/SubNavLinkList.tsx"
